Environment,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1
1864,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,491.0,178.0,9.0,450.0,9.0,500.0,500.0,500.0,500.0,500.0,211.0,500.0,9.0,500.0,317.0,346.0,500.0,138.0,500.0,500.0,144.0,258.0,500.0,500.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,126.0,500.0,453.0,500.0,500.0,500.0
1865,445.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,357.0,500.0,500.0,415.0,177.0,9.0,256.0,9.0,500.0,500.0,500.0,500.0,500.0,212.0,500.0,9.0,500.0,304.0,500.0,500.0,139.0,480.0,500.0,141.0,309.0,500.0,500.0,204.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0
1866,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,424.0,179.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,215.0,500.0,9.0,500.0,309.0,500.0,500.0,139.0,500.0,500.0,146.0,244.0,500.0,361.0,215.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,252.0,500.0,500.0,500.0,500.0,500.0
1867,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,498.0,500.0,500.0,491.0,174.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,215.0,500.0,9.0,500.0,315.0,500.0,500.0,139.0,500.0,500.0,140.0,191.0,500.0,500.0,500.0,10.0,500.0,500.0,500.0,456.0,500.0,9.0,344.0,500.0,274.0,500.0,500.0,500.0
1868,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,217.0,424.0,174.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,125.0,500.0,9.0,500.0,320.0,500.0,500.0,139.0,500.0,500.0,143.0,239.0,500.0,297.0,500.0,10.0,500.0,500.0,500.0,361.0,500.0,9.0,391.0,500.0,500.0,500.0,500.0,500.0
1869,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,492.0,177.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,220.0,500.0,9.0,500.0,305.0,500.0,500.0,139.0,500.0,500.0,142.0,185.0,500.0,500.0,449.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,104.0,500.0,500.0,500.0,500.0,500.0
1870,500.0,27.0,10.0,500.0,500.0,313.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,178.0,9.0,360.0,9.0,500.0,500.0,500.0,500.0,500.0,127.0,500.0,9.0,500.0,270.0,500.0,500.0,137.0,443.0,500.0,147.0,291.0,500.0,500.0,214.0,10.0,487.0,500.0,500.0,492.0,431.0,9.0,500.0,500.0,330.0,500.0,500.0,500.0
1871,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,176.0,9.0,438.0,9.0,500.0,500.0,500.0,500.0,500.0,220.0,500.0,9.0,500.0,311.0,500.0,500.0,139.0,500.0,500.0,139.0,240.0,500.0,285.0,500.0,10.0,500.0,500.0,500.0,412.0,481.0,9.0,414.0,500.0,500.0,500.0,500.0,500.0
1872,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,367.0,180.0,9.0,498.0,9.0,500.0,500.0,500.0,500.0,500.0,209.0,500.0,9.0,500.0,307.0,500.0,500.0,138.0,500.0,500.0,145.0,243.0,500.0,500.0,288.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,333.0,500.0,500.0,500.0,500.0,500.0
1873,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,175.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,306.0,500.0,9.0,500.0,322.0,500.0,500.0,137.0,500.0,500.0,139.0,351.0,500.0,128.0,467.0,10.0,452.0,500.0,500.0,481.0,500.0,9.0,230.0,500.0,426.0,500.0,500.0,500.0
1874,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,466.0,500.0,500.0,500.0,182.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,208.0,500.0,9.0,500.0,305.0,500.0,500.0,137.0,462.0,500.0,144.0,352.0,500.0,135.0,306.0,10.0,500.0,500.0,500.0,448.0,500.0,9.0,473.0,500.0,273.0,500.0,500.0,500.0
1875,500.0,27.0,10.0,500.0,500.0,438.0,500.0,500.0,266.0,500.0,500.0,500.0,443.0,173.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,390.0,500.0,9.0,500.0,306.0,500.0,500.0,138.0,500.0,500.0,140.0,240.0,500.0,268.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,138.0,500.0,500.0,500.0,500.0,500.0
1876,486.0,27.0,10.0,500.0,500.0,473.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,174.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,303.0,500.0,9.0,500.0,270.0,188.0,500.0,138.0,449.0,500.0,146.0,248.0,500.0,500.0,426.0,10.0,500.0,500.0,500.0,500.0,242.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0
1877,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,342.0,500.0,500.0,500.0,175.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,483.0,500.0,9.0,500.0,323.0,500.0,500.0,136.0,470.0,500.0,142.0,470.0,500.0,259.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,162.0,500.0,500.0,500.0,500.0,490.0
1878,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,173.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,299.0,500.0,9.0,500.0,317.0,226.0,500.0,138.0,497.0,500.0,142.0,299.0,500.0,368.0,421.0,10.0,500.0,500.0,500.0,473.0,500.0,9.0,257.0,500.0,500.0,500.0,500.0,464.0
1879,376.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,476.0,500.0,173.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,315.0,500.0,500.0,136.0,500.0,472.0,144.0,472.0,500.0,374.0,500.0,10.0,451.0,500.0,500.0,426.0,500.0,9.0,354.0,500.0,500.0,500.0,500.0,473.0
1880,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,323.0,500.0,172.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,473.0,500.0,500.0,9.0,500.0,317.0,500.0,500.0,139.0,500.0,500.0,147.0,483.0,500.0,395.0,500.0,10.0,424.0,500.0,500.0,401.0,500.0,9.0,500.0,500.0,377.0,500.0,500.0,421.0
1881,461.0,27.0,10.0,500.0,500.0,485.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,171.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,321.0,500.0,500.0,139.0,500.0,500.0,137.0,500.0,500.0,394.0,500.0,10.0,481.0,500.0,500.0,453.0,500.0,9.0,160.0,500.0,500.0,500.0,500.0,427.0
1882,462.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,174.0,9.0,496.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,303.0,500.0,500.0,141.0,500.0,500.0,144.0,500.0,500.0,315.0,442.0,10.0,451.0,500.0,500.0,438.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,414.0
1883,269.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,493.0,500.0,171.0,9.0,323.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,311.0,488.0,500.0,140.0,500.0,500.0,144.0,500.0,500.0,459.0,342.0,10.0,500.0,500.0,500.0,415.0,500.0,9.0,238.0,500.0,500.0,500.0,500.0,425.0
1884,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,197.0,500.0,171.0,9.0,456.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,313.0,500.0,500.0,141.0,500.0,500.0,143.0,500.0,500.0,337.0,166.0,10.0,442.0,500.0,500.0,497.0,265.0,9.0,382.0,500.0,500.0,500.0,500.0,389.0
1885,500.0,27.0,10.0,500.0,500.0,307.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,176.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,304.0,500.0,500.0,140.0,500.0,500.0,149.0,500.0,500.0,500.0,500.0,10.0,460.0,500.0,500.0,420.0,500.0,9.0,230.0,500.0,500.0,500.0,500.0,446.0
1886,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,341.0,500.0,500.0,172.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,313.0,500.0,500.0,141.0,500.0,500.0,143.0,500.0,500.0,500.0,500.0,10.0,453.0,500.0,500.0,500.0,443.0,9.0,152.0,500.0,500.0,500.0,500.0,380.0
1887,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,487.0,500.0,174.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,315.0,500.0,500.0,141.0,500.0,500.0,144.0,500.0,500.0,247.0,369.0,10.0,468.0,500.0,500.0,466.0,500.0,9.0,500.0,500.0,296.0,500.0,500.0,406.0
1888,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,373.0,491.0,500.0,173.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,303.0,500.0,500.0,143.0,500.0,500.0,148.0,500.0,500.0,500.0,330.0,10.0,495.0,500.0,500.0,500.0,233.0,9.0,496.0,500.0,120.0,500.0,500.0,380.0
1889,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,491.0,347.0,455.0,500.0,172.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,307.0,500.0,500.0,143.0,500.0,500.0,145.0,500.0,500.0,172.0,500.0,10.0,492.0,500.0,500.0,500.0,500.0,9.0,322.0,500.0,500.0,500.0,500.0,373.0
1890,362.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,494.0,500.0,500.0,500.0,175.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,229.0,500.0,500.0,9.0,500.0,312.0,500.0,500.0,145.0,500.0,500.0,147.0,500.0,500.0,282.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,376.0
1891,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,417.0,366.0,500.0,170.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,301.0,500.0,500.0,144.0,500.0,500.0,154.0,500.0,500.0,500.0,328.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,139.0,500.0,500.0,500.0,500.0,403.0
1892,500.0,27.0,10.0,500.0,390.0,500.0,500.0,500.0,266.0,500.0,343.0,500.0,500.0,172.0,9.0,401.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,308.0,500.0,500.0,144.0,500.0,500.0,148.0,500.0,500.0,357.0,486.0,10.0,469.0,500.0,500.0,500.0,500.0,9.0,250.0,500.0,500.0,500.0,500.0,380.0
1893,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,328.0,475.0,500.0,174.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,310.0,500.0,500.0,145.0,500.0,500.0,156.0,500.0,500.0,303.0,380.0,10.0,500.0,500.0,500.0,500.0,454.0,9.0,343.0,500.0,500.0,500.0,500.0,405.0
1894,500.0,27.0,10.0,500.0,436.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,174.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,321.0,500.0,500.0,144.0,500.0,500.0,157.0,500.0,500.0,386.0,500.0,10.0,476.0,500.0,500.0,500.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,355.0
1895,500.0,27.0,10.0,500.0,482.0,500.0,500.0,500.0,266.0,465.0,281.0,500.0,500.0,176.0,9.0,306.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,312.0,500.0,500.0,145.0,500.0,500.0,151.0,500.0,500.0,314.0,348.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,277.0,500.0,500.0,500.0,500.0,388.0
1896,500.0,27.0,10.0,500.0,500.0,198.0,500.0,500.0,266.0,500.0,433.0,500.0,500.0,181.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,310.0,500.0,500.0,143.0,500.0,500.0,161.0,500.0,500.0,182.0,437.0,10.0,500.0,500.0,500.0,469.0,500.0,9.0,278.0,500.0,500.0,500.0,500.0,374.0
1897,500.0,27.0,10.0,500.0,477.0,392.0,500.0,500.0,266.0,500.0,426.0,500.0,500.0,179.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,294.0,500.0,500.0,144.0,500.0,500.0,156.0,500.0,500.0,483.0,262.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,366.0
1898,500.0,27.0,10.0,500.0,500.0,438.0,500.0,500.0,266.0,500.0,328.0,500.0,500.0,179.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,301.0,500.0,500.0,143.0,500.0,500.0,161.0,500.0,500.0,233.0,500.0,10.0,500.0,500.0,500.0,460.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,355.0
1899,500.0,27.0,10.0,500.0,415.0,500.0,500.0,500.0,266.0,500.0,165.0,291.0,500.0,178.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,313.0,336.0,500.0,142.0,500.0,500.0,161.0,500.0,500.0,360.0,500.0,10.0,500.0,500.0,500.0,496.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,328.0
1900,218.0,27.0,10.0,500.0,447.0,500.0,500.0,500.0,266.0,500.0,429.0,395.0,500.0,187.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,305.0,448.0,500.0,143.0,500.0,500.0,162.0,500.0,500.0,295.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,282.0,500.0,500.0,500.0,500.0,302.0
1901,500.0,27.0,10.0,500.0,375.0,500.0,500.0,500.0,266.0,500.0,331.0,500.0,500.0,181.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,307.0,500.0,500.0,145.0,500.0,500.0,167.0,500.0,500.0,500.0,457.0,10.0,500.0,500.0,500.0,448.0,500.0,9.0,298.0,500.0,500.0,500.0,500.0,311.0
1902,421.0,27.0,10.0,500.0,428.0,500.0,500.0,500.0,266.0,500.0,413.0,500.0,500.0,191.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,305.0,170.0,500.0,144.0,500.0,500.0,175.0,500.0,500.0,315.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,289.0,500.0,500.0,500.0,500.0,287.0
1903,500.0,27.0,10.0,500.0,442.0,500.0,500.0,500.0,266.0,500.0,368.0,370.0,500.0,183.0,9.0,334.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,301.0,500.0,500.0,143.0,500.0,500.0,164.0,500.0,500.0,490.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,219.0,500.0,500.0,500.0,500.0,267.0
1904,409.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,337.0,500.0,500.0,189.0,9.0,245.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,310.0,500.0,500.0,144.0,500.0,500.0,169.0,500.0,500.0,375.0,418.0,10.0,500.0,500.0,500.0,461.0,500.0,9.0,274.0,500.0,300.0,500.0,500.0,263.0
1905,368.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,473.0,354.0,383.0,500.0,193.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,299.0,500.0,500.0,143.0,500.0,500.0,171.0,500.0,500.0,346.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,253.0,500.0,435.0,500.0,500.0,274.0
1906,362.0,27.0,10.0,500.0,498.0,451.0,500.0,500.0,266.0,500.0,255.0,500.0,500.0,190.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,309.0,500.0,500.0,141.0,500.0,500.0,163.0,500.0,500.0,500.0,450.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,175.0,500.0,456.0,500.0,500.0,248.0
1907,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,189.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,452.0,500.0,500.0,9.0,500.0,306.0,500.0,500.0,141.0,500.0,500.0,180.0,500.0,500.0,233.0,500.0,10.0,485.0,500.0,500.0,500.0,500.0,9.0,411.0,500.0,500.0,500.0,500.0,250.0
1908,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,430.0,492.0,500.0,189.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,311.0,330.0,500.0,142.0,500.0,500.0,180.0,500.0,500.0,370.0,500.0,10.0,485.0,500.0,500.0,500.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,220.0
1909,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,240.0,293.0,500.0,192.0,9.0,361.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,315.0,500.0,500.0,142.0,500.0,500.0,177.0,500.0,500.0,315.0,500.0,10.0,440.0,500.0,500.0,500.0,500.0,9.0,346.0,500.0,500.0,500.0,500.0,231.0
1910,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,414.0,500.0,500.0,191.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,320.0,475.0,500.0,143.0,500.0,500.0,186.0,500.0,500.0,422.0,500.0,10.0,484.0,500.0,500.0,500.0,500.0,9.0,212.0,500.0,482.0,500.0,500.0,225.0
1911,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,145.0,412.0,500.0,500.0,195.0,9.0,284.0,9.0,500.0,500.0,500.0,500.0,349.0,500.0,500.0,9.0,500.0,312.0,500.0,500.0,141.0,500.0,500.0,182.0,500.0,500.0,500.0,500.0,10.0,465.0,500.0,500.0,500.0,500.0,9.0,413.0,500.0,413.0,500.0,500.0,229.0
1912,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,468.0,336.0,500.0,500.0,187.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,459.0,500.0,500.0,9.0,500.0,318.0,500.0,500.0,142.0,500.0,500.0,196.0,500.0,500.0,292.0,473.0,10.0,499.0,500.0,500.0,500.0,412.0,9.0,268.0,500.0,500.0,500.0,500.0,218.0
1913,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,435.0,500.0,500.0,188.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,308.0,500.0,500.0,140.0,500.0,500.0,202.0,500.0,500.0,307.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,236.0
1914,500.0,27.0,10.0,500.0,400.0,500.0,500.0,500.0,266.0,438.0,500.0,500.0,500.0,196.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,306.0,500.0,500.0,141.0,500.0,500.0,201.0,500.0,500.0,282.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,270.0,500.0,500.0,500.0,500.0,231.0
1915,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,495.0,500.0,500.0,194.0,9.0,465.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,316.0,500.0,500.0,141.0,500.0,500.0,203.0,500.0,500.0,402.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,500.0,464.0,500.0,500.0,213.0
1916,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,433.0,450.0,500.0,195.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,330.0,500.0,500.0,141.0,500.0,500.0,203.0,500.0,500.0,496.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,250.0,500.0,473.0,500.0,500.0,219.0
1917,500.0,27.0,10.0,500.0,500.0,244.0,500.0,500.0,266.0,500.0,351.0,500.0,500.0,192.0,9.0,500.0,9.0,500.0,500.0,500.0,415.0,500.0,500.0,500.0,9.0,500.0,311.0,343.0,500.0,141.0,500.0,500.0,217.0,500.0,500.0,273.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,335.0,500.0,500.0,500.0,500.0,209.0
1918,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,197.0,9.0,500.0,9.0,500.0,500.0,500.0,327.0,500.0,500.0,500.0,9.0,500.0,315.0,343.0,500.0,140.0,500.0,500.0,243.0,500.0,500.0,371.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,389.0,500.0,500.0,500.0,500.0,231.0
1919,500.0,27.0,10.0,500.0,500.0,244.0,500.0,500.0,266.0,500.0,398.0,500.0,500.0,187.0,9.0,500.0,9.0,500.0,500.0,500.0,342.0,500.0,500.0,500.0,9.0,500.0,312.0,500.0,500.0,141.0,500.0,500.0,217.0,500.0,500.0,387.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,358.0,500.0,437.0,500.0,500.0,234.0
1920,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,352.0,500.0,500.0,190.0,9.0,500.0,9.0,500.0,500.0,500.0,428.0,216.0,500.0,500.0,9.0,500.0,325.0,500.0,500.0,141.0,500.0,500.0,239.0,500.0,500.0,225.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,402.0,500.0,500.0,500.0,500.0,239.0
1921,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,268.0,500.0,500.0,198.0,9.0,500.0,9.0,500.0,500.0,500.0,378.0,500.0,500.0,500.0,9.0,500.0,313.0,500.0,500.0,142.0,500.0,500.0,249.0,500.0,500.0,424.0,500.0,10.0,500.0,500.0,500.0,500.0,315.0,9.0,317.0,500.0,500.0,500.0,500.0,244.0
1922,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,445.0,329.0,500.0,200.0,9.0,500.0,9.0,500.0,500.0,500.0,354.0,500.0,500.0,500.0,9.0,500.0,315.0,500.0,500.0,141.0,500.0,500.0,291.0,500.0,500.0,435.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,213.0,500.0,500.0,500.0,500.0,232.0
1923,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,271.0,434.0,500.0,208.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,313.0,500.0,500.0,142.0,500.0,500.0,255.0,500.0,500.0,500.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,334.0,500.0,500.0,500.0,500.0,250.0
1924,500.0,27.0,10.0,500.0,500.0,365.0,500.0,500.0,266.0,500.0,258.0,428.0,500.0,205.0,9.0,500.0,9.0,500.0,500.0,500.0,363.0,500.0,500.0,500.0,9.0,500.0,316.0,500.0,500.0,144.0,500.0,500.0,274.0,500.0,500.0,330.0,500.0,10.0,500.0,500.0,500.0,500.0,373.0,9.0,144.0,500.0,500.0,500.0,500.0,262.0
1925,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,207.0,9.0,500.0,9.0,500.0,500.0,500.0,330.0,500.0,500.0,500.0,9.0,500.0,316.0,500.0,500.0,140.0,500.0,500.0,288.0,500.0,500.0,292.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,257.0
1926,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,259.0,500.0,500.0,203.0,9.0,500.0,9.0,500.0,500.0,500.0,345.0,500.0,500.0,500.0,9.0,500.0,311.0,500.0,500.0,142.0,500.0,500.0,310.0,500.0,500.0,267.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,277.0,500.0,500.0,500.0,500.0,265.0
1927,124.0,27.0,10.0,500.0,500.0,475.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,207.0,9.0,500.0,9.0,500.0,500.0,500.0,343.0,500.0,500.0,500.0,9.0,500.0,319.0,500.0,500.0,143.0,500.0,500.0,500.0,500.0,500.0,312.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,266.0
1928,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,500.0,500.0,205.0,9.0,500.0,9.0,500.0,500.0,500.0,349.0,500.0,500.0,500.0,9.0,500.0,307.0,500.0,500.0,141.0,500.0,500.0,360.0,500.0,500.0,342.0,500.0,10.0,500.0,500.0,500.0,374.0,246.0,9.0,315.0,500.0,500.0,500.0,500.0,276.0
1929,500.0,27.0,10.0,500.0,500.0,500.0,500.0,500.0,266.0,500.0,368.0,500.0,500.0,209.0,9.0,311.0,9.0,500.0,500.0,500.0,223.0,500.0,500.0,500.0,9.0,500.0,315.0,359.0,500.0,144.0,500.0,500.0,391.0,500.0,500.0,248.0,500.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,245.0,500.0,500.0,500.0,500.0,295.0
